libctrip_android_train.so,1,ctrip.android.view
libvpsdk.so,2,sg.bigo.date,video.like
libvenus.so,2,com.senegence.android.senelooks,video.like
libtess.so,1,com.camscanner.documentscanner.pdfreader
libeffect_core.so,1,com.magicvcam.super.selfiecam.camera
libctrip_android_destination.so,1,ctrip.android.view
libbigonn.so,2,sg.bigo.date,video.like
libnama.so,2,com.badoo.mobile,com.live.videochat.india
libctrip_android_flight_xproduct.so,1,ctrip.android.view
libwaze.so,1,com.waze
libopencv_java3.so,2,com.camscanner.documentscanner.pdfreader,facetechstudio.future.me
libtraeimp-rtmp-armeabi.so,1,com.live.videochat.india
libctrip_android_customerservice.so,1,ctrip.android.view
libstellite_http_client.so,1,com.naver.vapp
libtensorflowlite_gpu_jni.so,1,com.familyfit.google.baduanjin
libnativeai.so,2,com.eraserphoto.cutout.backgroundeditor,com.photoeditor.imagecutter.cameffect
libVuforia.so,2,ProjectXAndroid.imbin,co.theguru.dali
libCnnSegment.so,1,video.like
libFaceSDK.so,2,com.beauty.photoedit.camera.makeup,com.photo.pipcam.eidtor.camera
libtensorflow_inference.so,7,com.bitstrips.imoji,com.cut.cutout.photo.background.editor,com.shutterfly,com.thmobile.sketchphotomaker,cutcut.cut.out.paste.background.remove.photo.cutout,com.vyroai.AiBlurEditor,ir.hafhashtad.android780
libulsCppTracker_unity_lite.so,1,co.theguru.dali
libijkffmpeg.so,1,com.huya.nimo
libbvtMobile.so,2,sg.bigo.date,video.like
libyylivesdk4cloud.so,1,com.gokoo.hamo
libsmsdk.so,3,com.asiainno.uplive.aiglamour,com.dongby.android.mmshow.inter,com.unico.live
liborangefilterjni.so,1,com.gokoo.hamo
libRSSupport.so,1,cutcut.cut.out.paste.background.remove.photo.cutout
libj2v8.so,1,com.shutterfly
libSkyFilter.so,1,valencia.magic.selfie.makeup.camer.photo.editor
libcaffe.so,1,com.dailyselfie.newlook.studio
libctrip_android_tour_bussiness.so,1,ctrip.android.view
libjingle_peerconnection_so.so,1,com.live.videochat.india
libfotobeautyengine.so,1,valencia.magic.selfie.makeup.camer.photo.editor
libActionId.so,1,video.like
libavformat-57.so,3,com.camera.galaxyx,com.camera.one.s10.camera,com.icameraapple.ioscamera.xscamera.icamera
libcronet.63.0.3203.0.so,1,ctrip.android.view
libtoyger.so,1,ctrip.android.view
libtraeimp-rtmp-armeabi-v7a.so,1,com.live.videochat.india
libulsCppTracker_native_lite.so,2,com.nick.android.nickjr,co.theguru.dali
libgoogle_recognizer_with_speakerid_jni.so,1,com.google.audio.hearing.visualization.accessibility.scribe
libiconv.so,1,ir.hafhashtad.android780
libctrip_android_livestream.so,1,ctrip.android.view
libctrip_android_train_part.so,1,ctrip.android.view
libctrip_android_destination_strategy.so,1,ctrip.android.view
libgame.so,3,com.mastercraft.game.explorationn,com.ua.building.Lokicraft,com.ua.toybuilding.survival
liblookalike_shared_jni.so,1,com.google.android.apps.cultural
libLiveDriverSDK.so,2,ProjectXAndroid.imbin,ProjectXAndroidAC.imbin
libjni_liveness_interactive.so,1,org.dayup.stocks
libncnn_style.0.2.so,1,valencia.magic.selfie.makeup.camer.photo.editor
libcardrecognizer.so,1,io.trade.tradeio.eu
libagora-rtc-sdk-jni.so,1,com.badoo.mobile
libst_mobile.so,14,com.naver.vapp,com.asiainno.uplive.aiglamour,com.camera.galaxyx,com.camera.one.s10.camera,com.dongby.android.mmshow.inter,com.dailyselfie.newlook.studio,com.gokoo.hamo,com.littlebee.beauty.selfie.camera,com.icameraapple.ioscamera.xscamera.icamera,com.huya.nimo,com.pure.camera.detector.road,com.unico.live,ctrip.android.view,video.like
libctrip_android_pay.so,1,ctrip.android.view
libzegoliveroom.so,3,com.asiainno.uplive.aiglamour,com.dongby.android.mmshow.inter,com.unico.live
libstmobile_jni.so,9,com.naver.vapp,com.asiainno.uplive.aiglamour,com.dongby.android.mmshow.inter,com.dailyselfie.newlook.studio,com.gokoo.hamo,com.huya.nimo,com.unico.live,ctrip.android.view,video.like
libana-sdk.so,1,com.magicvcam.super.selfiecam.camera
libulsTracker_native.so,1,com.lyrebirdstudio.face_camera
libMTLabFace.so,1,com.magicvcam.super.selfiecam.camera
libtensorflowlite_jni.so,9,app.vivoo.io,com.familyfit.google.baduanjin,com.draw.now.drawit,com.fishbrain.app,com.dazz.hoop,com.draw.clash.drawit,com.google.audio.hearing.visualization.accessibility.scribe,com.live.videochat.india,com.tyndale.filament
libstidinteractive_liveness.so,1,org.dayup.stocks
libcaffe_jni.so,1,com.dailyselfie.newlook.studio
libjsc.so,1,com.geico.mobile
libface_detector_v2_jni.so,10,com.androidworks.videocalling,com.face.predictor.fantastic.face.secret,com.framy.placey,com.geico.mobile,com.futureme.palmreader,com.live.videochat.india,com.text.metal.effect,face.hw.com.facehub,com.usablenet.mobile.walgreen,stickerwhatsapp.com.stickers
libbdEASRAndroid.so,1,ctrip.android.view
libctrip_android_chat.so,1,ctrip.android.view
libctrip_android_destination_story.so,1,ctrip.android.view
libSegUpper.so,1,video.like
libvoip_armv7-a-neon.so,1,ru.mail
libnative.so,2,com.google.android.apps.photos,com.google.android.apps.photosgo
libmspell-jni.so,1,com.grammarly.android.keyboard
